OrderID;Customer ID;Product;Price;Amount;Sales;PaymethodID;DelcompID;Salesdate
45917;690;5-Bear Survival Edge;63;43;2709;4;2;14-11-2025
46647;336;42-Firefly Climbing Lamp;101;51;5151;5;1;14-11-2025
47144;34;125-Sun Shelter Stick;107;76;8132;3;1;14-11-2025
47406;548;115-Sky Pilot;242;23;5566;7;4;14-11-2025
47905;353;108-Retro;112;9;1008;1;4;14-11-2025
48406;472;95-Mountain Man Analog;132;66;8712;2;3;14-11-2025
48487;524;134-TrailChef Double Flame;209;83;17347;1;1;14-11-2025
48950;537;19-Canyon Mule Journey Backpack;146;87;12702;3;1;14-11-2025
49239;202;135-TrailChef Kettle;165;30;4950;3;1;14-11-2025
49837;452;73-Hibernator Lite;231;48;11088;1;1;14-11-2025
51960;295;92-Lux;223;9;2007;5;1;14-11-2025
52072;498;40-Firefly 4;174;96;16704;6;3;14-11-2025
53967;91;139-TrailChef Water Bag;152;77;11704;4;2;14-11-2025
54257;567;124-Sun Shelter 30;185;16;2960;7;1;14-11-2025
55424;303;97-Mountain Man Deluxe;68;11;748;1;1;14-11-2025
56212;68;24-Course Pro Gloves;65;85;5525;4;1;14-11-2025
58254;424;132-TrailChef Cup;184;8;1472;1;2;14-11-2025
60672;168;13-BugShield Spray;200;38;7600;2;3;14-11-2025
61019;182;105-Polar Sun;219;25;5475;6;4;14-11-2025
61131;200;34-EverGlow Double;217;22;4774;6;1;14-11-2025
61390;512;81-Husky Rope 50;206;79;16274;6;1;14-11-2025
61548;612;24-Course Pro Gloves;65;75;4875;5;3;14-11-2025
62906;60;7-Blue Steel Max Putter;185;85;15725;4;3;14-11-2025
63172;450;105-Polar Sun;219;32;7008;2;2;14-11-2025
64234;133;120-Star Lite;224;79;17696;2;4;14-11-2025
64788;552;4-Bear Edge;152;9;1368;6;1;14-11-2025
66164;403;61-Granite Ice;165;88;14520;3;2;14-11-2025
66530;146;40-Firefly 4;174;9;1566;6;2;14-11-2025
66970;123;23-Compact Relief Kit;182;34;6188;6;4;14-11-2025
68318;624;45-Firefly Mapreader;166;88;14608;3;4;14-11-2025
68649;674;13-BugShield Spray;200;27;5400;2;3;14-11-2025
69439;277;5-Bear Survival Edge;63;26;1638;6;3;14-11-2025
70360;201;51-Glacier GPS;84;102;8568;5;3;14-11-2025
70772;588;105-Polar Sun;219;57;12483;4;3;14-11-2025
71396;461;22-Cat Eye;226;36;8136;7;3;14-11-2025
298;524;87-Lady Hailstorm Steel Irons;237;89;21093;2;3;15-11-2025
651;27;118-Star Gazer 3;74;78;5772;1;3;15-11-2025
886;111;137-TrailChef Single Flame;126;100;12600;2;4;15-11-2025
1349;116;134-TrailChef Double Flame;209;83;17347;6;3;15-11-2025
1770;448;43-Firefly Extreme;99;91;9009;4;4;15-11-2025
2212;338;91-Legend;177;26;4602;2;2;15-11-2025
2713;38;109-Sam;156;60;9360;5;2;15-11-2025
2871;96;113-Seeker Mini;239;70;16730;6;4;15-11-2025
3398;64;51-Glacier GPS;84;63;5292;1;3;15-11-2025
4196;385;108-Retro;112;75;8400;2;2;15-11-2025
5191;482;109-Sam;156;13;2028;3;2;15-11-2025
5452;510;33-EverGlow Butane;233;71;16543;4;3;15-11-2025
5922;466;96-Mountain Man Combination;150;45;6750;1;4;15-11-2025
6325;544;115-Sky Pilot;242;93;22506;5;4;15-11-2025
7293;15;112-Seeker Extreme;114;70;7980;4;1;15-11-2025
7722;337;75-Hibernator Pillow;247;13;3211;7;2;15-11-2025
8556;691;6-Bella;146;44;6424;7;4;15-11-2025
8581;39;6-Bella;146;76;11096;7;4;15-11-2025
8676;555;47-Firefly Rechargeable Battery;185;51;9435;5;1;15-11-2025
10016;666;14-Calamine Relief;102;63;6426;4;2;15-11-2025
10059;208;141-TX;188;37;6956;7;2;15-11-2025
10663;498;127-Trail Master;73;88;6424;7;1;15-11-2025
11687;101;89-Lady Hailstorm Titanium Irons;130;57;7410;5;4;15-11-2025
13929;588;103-Polar Ice;223;26;5798;3;4;15-11-2025
14385;118;140-Trendi;201;58;11658;5;1;15-11-2025
14536;219;100-Opera Vision;76;14;1064;4;3;15-11-2025
14794;338;119-Star Gazer 6;189;68;12852;2;1;15-11-2025
14928;337;87-Lady Hailstorm Steel Irons;237;16;3792;6;2;15-11-2025
17198;252;52-Glacier GPS Extreme;126;41;5166;2;4;15-11-2025
17801;685;17-Canyon Mule Cooler;90;50;4500;3;4;15-11-2025
17840;264;63-Granite Shovel;132;23;3036;5;2;15-11-2025
19117;50;120-Star Lite;224;47;10528;2;4;15-11-2025
19372;56;128-Trail Scout;183;89;16287;3;4;15-11-2025
21364;590;45-Firefly Mapreader;166;88;14608;3;4;15-11-2025
21416;592;98-Mountain Man Digital;122;26;3172;1;4;15-11-2025
21524;638;9-BugShield Extreme;52;43;2236;6;1;15-11-2025
21569;381;2-Astro Pilot;117;13;1521;5;4;15-11-2025
21842;690;86-Kodiak;229;17;3893;6;2;15-11-2025
22117;375;23-Compact Relief Kit;182;42;7644;3;2;15-11-2025
24446;637;44-Firefly Lite;159;96;15264;7;3;15-11-2025
25316;615;35-EverGlow Kerosene;110;66;7260;7;3;15-11-2025
26572;221;118-Star Gazer 3;74;57;4218;7;3;15-11-2025
27158;114;56-Granite Chalk Bag;139;70;9730;6;3;15-11-2025
28015;567;48-Flicker Lantern;175;95;16625;3;2;15-11-2025
29999;600;98-Mountain Man Digital;122;83;10126;5;2;15-11-2025
30447;650;72-Hibernator Extreme;247;75;18525;7;1;15-11-2025
30966;234;105-Polar Sun;219;33;7227;5;4;15-11-2025
32890;438;123-Sun Shelter 15;99;22;2178;1;1;15-11-2025
33438;363;126-Sun Shield;80;73;5840;6;1;15-11-2025
33471;343;136-TrailChef Kitchen Kit;203;19;3857;3;1;15-11-2025
34170;327;115-Sky Pilot;242;18;4356;7;3;15-11-2025
34568;564;37-EverGlow Single;170;80;13600;6;1;15-11-2025
35635;174;82-Husky Rope 60;91;35;3185;5;3;15-11-2025
36012;603;28-Course Pro Umbrella;139;7;973;1;1;15-11-2025
37414;251;124-Sun Shelter 30;185;75;13875;2;1;15-11-2025
37424;544;88-Lady Hailstorm Steel Woods Set;141;9;1269;3;3;15-11-2025
38149;411;32-Edge Extreme;83;47;3901;5;3;15-11-2025
38271;68;31-Double Edge;124;24;2976;4;4;15-11-2025
39739;438;115-Sky Pilot;242;10;2420;4;2;15-11-2025
40327;151;76-Hibernator Self - Inflating Mat;52;98;5096;3;2;15-11-2025
41426;602;68-Hailstorm Titanium Woods Set;132;4;528;7;2;15-11-2025
41614;402;71-Hibernator Camp Cot;235;52;12220;1;1;15-11-2025
44483;195;110-Seeker 35;158;16;2528;6;2;15-11-2025
45754;285;88-Lady Hailstorm Steel Woods Set;141;53;7473;1;1;15-11-2025
46135;376;22-Cat Eye;226;63;14238;6;2;15-11-2025
46183;222;25-Course Pro Golf and Tee Set;231;73;16863;4;1;15-11-2025
46247;18;86-Kodiak;229;82;18778;3;2;15-11-2025
46435;52;23-Compact Relief Kit;182;49;8918;7;1;15-11-2025
47777;104;45-Firefly Mapreader;166;44;7304;6;1;15-11-2025
48823;288;81-Husky Rope 50;206;69;14214;7;1;15-11-2025
49496;129;71-Hibernator Camp Cot;235;24;5640;7;4;15-11-2025
49632;467;2-Astro Pilot;117;68;7956;1;3;15-11-2025
49836;490;104-Polar Sports;94;59;5546;3;1;15-11-2025
50965;340;122-Sun Blocker;76;33;2508;3;4;15-11-2025
52707;576;47-Firefly Rechargeable Battery;185;72;13320;4;1;15-11-2025
53227;168;14-Calamine Relief;102;16;1632;6;3;15-11-2025
53833;417;75-Hibernator Pillow;247;90;22230;4;2;15-11-2025
54568;115;138-TrailChef Utensils;216;71;15336;2;1;15-11-2025
54603;593;58-Granite Extreme;240;13;3120;1;2;15-11-2025
54623;473;72-Hibernator Extreme;247;12;2964;4;1;15-11-2025
55378;420;68-Hailstorm Titanium Woods Set;132;95;12540;1;3;15-11-2025
56494;184;26-Course Pro Golf Bag;180;88;15840;4;1;15-11-2025
57938;192;29-Dante;182;61;11102;3;1;15-11-2025
57966;145;126-Sun Shield;80;64;5120;5;1;15-11-2025
58375;504;48-Flicker Lantern;175;7;1225;7;1;15-11-2025
58874;3;13-BugShield Spray;200;43;8600;1;2;15-11-2025
59436;541;38-Fairway;77;62;4774;6;1;15-11-2025
60326;294;126-Sun Shield;80;89;7120;1;3;15-11-2025
60723;412;132-TrailChef Cup;184;9;1656;3;4;15-11-2025
60778;408;135-TrailChef Kettle;165;38;6270;1;3;15-11-2025
60986;174;136-TrailChef Kitchen Kit;203;48;9744;4;2;15-11-2025
61296;681;43-Firefly Extreme;99;47;4653;5;2;15-11-2025
61736;325;40-Firefly 4;174;50;8700;6;3;15-11-2025
62838;296;135-TrailChef Kettle;165;73;12045;6;4;15-11-2025
62995;60;123-Sun Shelter 15;99;6;594;2;4;15-11-2025
63364;562;31-Double Edge;124;73;9052;2;4;15-11-2025
63548;136;78-Husky Harness Extreme;254;58;14732;3;3;15-11-2025
64674;254;98-Mountain Man Digital;122;67;8174;4;3;15-11-2025
66707;628;102-Polar Extreme;187;33;6171;3;2;15-11-2025
67142;318;84-Infinity;138;92;12696;4;2;15-11-2025
68338;167;80-Husky Rope 200;191;45;8595;4;3;15-11-2025
70006;488;120-Star Lite;224;82;18368;5;3;15-11-2025
71379;481;63-Granite Shovel;132;53;6996;1;3;15-11-2025
566;631;94-Maximus;152;43;6536;2;3;16-11-2025
1854;190;117-Star Gazer 2;57;72;4104;1;1;16-11-2025
2783;433;63-Granite Shovel;132;76;10032;3;4;16-11-2025
3857;429;81-Husky Rope 50;206;38;7828;7;2;16-11-2025
4304;337;51-Glacier GPS;84;60;5040;3;3;16-11-2025
4825;312;142-Venue;62;85;5270;3;4;16-11-2025
5473;211;29-Dante;182;87;15834;5;4;16-11-2025
5772;382;5-Bear Survival Edge;63;74;4662;5;3;16-11-2025
6183;535;119-Star Gazer 6;189;84;15876;7;3;16-11-2025
6528;615;88-Lady Hailstorm Steel Woods Set;141;94;13254;7;1;16-11-2025
7270;135;82-Husky Rope 60;91;47;4277;6;4;16-11-2025
7317;568;48-Flicker Lantern;175;68;11900;3;4;16-11-2025
7659;173;115-Sky Pilot;242;81;19602;7;1;16-11-2025
7712;541;125-Sun Shelter Stick;107;99;10593;1;2;16-11-2025
8986;33;139-TrailChef Water Bag;152;74;11248;7;1;16-11-2025
9147;65;91-Legend;177;73;12921;5;3;16-11-2025
9202;526;17-Canyon Mule Cooler;90;85;7650;2;1;16-11-2025
10124;303;62-Granite Pulley;131;10;1310;4;4;16-11-2025
10362;303;142-Venue;62;21;1302;4;2;16-11-2025
10574;672;100-Opera Vision;76;27;2052;7;1;16-11-2025
10695;116;18-Canyon Mule Extreme Backpack;210;65;13650;3;1;16-11-2025
11047;19;52-Glacier GPS Extreme;126;67;8442;5;2;16-11-2025
11527;539;52-Glacier GPS Extreme;126;43;5418;1;3;16-11-2025
12473;634;3-Auto Pilot;82;71;5822;3;4;16-11-2025
12765;471;44-Firefly Lite;159;71;11289;6;4;16-11-2025
13581;446;88-Lady Hailstorm Steel Woods Set;141;80;11280;6;3;16-11-2025
13644;159;6-Bella;146;78;11388;1;3;16-11-2025
14172;549;37-EverGlow Single;170;102;17340;3;2;16-11-2025
15194;141;72-Hibernator Extreme;247;82;20254;1;3;16-11-2025
15681;649;123-Sun Shelter 15;99;22;2178;2;3;16-11-2025
16909;448;32-Edge Extreme;83;48;3984;5;4;16-11-2025
19303;13;27-Course Pro Putter;204;50;10200;7;3;16-11-2025
21168;92;122-Sun Blocker;76;102;7752;5;1;16-11-2025
21283;52;141-TX;188;89;16732;4;2;16-11-2025
21321;249;55-Granite Carabiner;247;96;23712;7;2;16-11-2025
21566;72;60-Granite Hammer;55;84;4620;7;1;16-11-2025
22478;63;56-Granite Chalk Bag;139;80;11120;4;2;16-11-2025
22514;412;34-EverGlow Double;217;91;19747;3;4;16-11-2025
22634;612;53-Granite Axe;68;68;4624;2;1;16-11-2025
22747;623;7-Blue Steel Max Putter;185;94;17390;6;2;16-11-2025
23225;468;121-Star Peg;181;26;4706;6;1;16-11-2025
23485;291;59-Granite Grip;175;32;5600;4;2;16-11-2025
24461;345;114-Single Edge;210;9;1890;2;1;16-11-2025
25549;567;85-Insect Bite Relief;137;91;12467;5;4;16-11-2025
25652;448;12-BugShield Natural;184;69;12696;7;2;16-11-2025
26919;607;83-Inferno;113;33;3729;2;1;16-11-2025
27030;681;1-Aloe Relief;80;73;5840;5;4;16-11-2025
27101;673;23-Compact Relief Kit;182;78;14196;2;4;16-11-2025
27810;362;69-Hawk Eye;148;27;3996;2;1;16-11-2025
28362;552;129-Trail Star;129;34;4386;4;2;16-11-2025
29166;628;2-Astro Pilot;117;63;7371;5;1;16-11-2025
29870;423;1-Aloe Relief;80;58;4640;6;3;16-11-2025
30130;269;18-Canyon Mule Extreme Backpack;210;96;20160;3;2;16-11-2025
30996;625;5-Bear Survival Edge;63;24;1512;6;4;16-11-2025
31591;430;30-Deluxe Family Relief Kit;182;11;2002;6;1;16-11-2025
32067;277;20-Canyon Mule Weekender Backpack;87;5;435;6;4;16-11-2025
32479;65;5-Bear Survival Edge;63;33;2079;2;4;16-11-2025
33533;481;35-EverGlow Kerosene;110;69;7590;4;4;16-11-2025
34081;330;139-TrailChef Water Bag;152;70;10640;5;1;16-11-2025
34246;199;4-Bear Edge;152;9;1368;5;1;16-11-2025
36925;519;57-Granite Climbing Helmet;55;60;3300;5;3;16-11-2025
37261;91;110-Seeker 35;158;15;2370;7;4;16-11-2025
37932;383;116-Star Dome;66;35;2310;2;3;16-11-2025
38171;361;14-Calamine Relief;102;50;5100;7;3;16-11-2025
38915;402;45-Firefly Mapreader;166;71;11786;5;1;16-11-2025
39273;58;108-Retro;112;35;3920;3;1;16-11-2025
39620;638;101-Pocket Gizmo;207;64;13248;4;1;16-11-2025
40493;602;32-Edge Extreme;83;46;3818;7;4;16-11-2025
42436;31;126-Sun Shield;80;72;5760;2;4;16-11-2025
44736;381;137-TrailChef Single Flame;126;9;1134;1;3;16-11-2025
45727;548;8-Blue Steel Putter;245;35;8575;6;3;16-11-2025
46824;682;21-Capri;226;9;2034;5;4;16-11-2025
47145;35;122-Sun Blocker;76;101;7676;4;2;16-11-2025
47774;447;27-Course Pro Putter;204;62;12648;2;4;16-11-2025
48133;328;35-EverGlow Kerosene;110;80;8800;7;1;16-11-2025
49249;53;98-Mountain Man Digital;122;9;1098;7;4;16-11-2025
49965;412;133-TrailChef Deluxe Cook Set;221;6;1326;2;2;16-11-2025
50460;244;57-Granite Climbing Helmet;55;18;990;4;3;16-11-2025
51305;457;33-EverGlow Butane;233;86;20038;4;1;16-11-2025
51876;695;79-Husky Rope 100;223;34;7582;6;3;16-11-2025
55097;170;76-Hibernator Self - Inflating Mat;52;26;1352;3;3;16-11-2025
55500;136;27-Course Pro Putter;204;30;6120;1;4;16-11-2025
55690;322;54-Granite Belay;214;14;2996;2;1;16-11-2025
56506;442;13-BugShield Spray;200;26;5200;2;1;16-11-2025
56700;145;20-Canyon Mule Weekender Backpack;87;81;7047;6;3;16-11-2025
56952;340;36-EverGlow Lamp;149;21;3129;1;1;16-11-2025
57162;318;138-TrailChef Utensils;216;51;11016;6;4;16-11-2025
57570;675;143-Zodiak;153;64;9792;7;3;16-11-2025
58022;118;45-Firefly Mapreader;166;66;10956;5;4;16-11-2025
58717;453;60-Granite Hammer;55;42;2310;4;4;16-11-2025
58928;376;56-Granite Chalk Bag;139;54;7506;1;1;16-11-2025
58936;195;42-Firefly Climbing Lamp;101;65;6565;6;4;16-11-2025
59649;312;129-Trail Star;129;9;1161;7;3;16-11-2025
60098;552;78-Husky Harness Extreme;254;31;7874;1;3;16-11-2025
60732;306;88-Lady Hailstorm Steel Woods Set;141;70;9870;4;1;16-11-2025
61322;653;64-Granite Signal Mirror;234;55;12870;6;3;16-11-2025
61347;281;89-Lady Hailstorm Titanium Irons;130;64;8320;6;1;16-11-2025
62193;624;125-Sun Shelter Stick;107;64;6848;4;3;16-11-2025
62663;504;123-Sun Shelter 15;99;56;5544;4;3;16-11-2025
62824;282;31-Double Edge;124;76;9424;5;2;16-11-2025
62858;88;112-Seeker Extreme;114;95;10830;1;2;16-11-2025
63612;599;102-Polar Extreme;187;78;14586;5;2;16-11-2025
64177;616;20-Canyon Mule Weekender Backpack;87;78;6786;4;2;16-11-2025
64473;44;128-Trail Scout;183;20;3660;7;2;16-11-2025
64745;159;115-Sky Pilot;242;46;11132;1;4;16-11-2025
65320;323;66-Hailstorm Steel Woods Set;105;45;4725;7;1;16-11-2025
65883;143;24-Course Pro Gloves;65;57;3705;3;3;16-11-2025
66416;517;139-TrailChef Water Bag;152;62;9424;7;4;16-11-2025
67106;666;20-Canyon Mule Weekender Backpack;87;65;5655;1;4;16-11-2025
67863;316;56-Granite Chalk Bag;139;61;8479;7;2;16-11-2025
68270;461;40-Firefly 4;174;26;4524;1;3;16-11-2025
68899;194;115-Sky Pilot;242;56;13552;7;3;16-11-2025
69819;64;66-Hailstorm Steel Woods Set;105;73;7665;3;2;16-11-2025
70384;592;8-Blue Steel Putter;245;95;23275;5;2;16-11-2025
70625;220;114-Single Edge;210;55;11550;5;4;16-11-2025
71681;17;13-BugShield Spray;200;63;12600;2;4;16-11-2025
966;344;110-Seeker 35;158;19;3002;1;1;17-11-2025
1417;339;118-Star Gazer 3;74;24;1776;4;4;17-11-2025
2210;552;27-Course Pro Putter;204;90;18360;5;1;17-11-2025
2474;326;33-EverGlow Butane;233;60;13980;7;3;17-11-2025
3075;505;33-EverGlow Butane;233;29;6757;3;4;17-11-2025
3947;214;90-Lady Hailstorm Titanium Woods Set;202;72;14544;3;4;17-11-2025
5685;614;11-BugShield Lotion Lite;64;26;1664;5;2;17-11-2025
5722;609;113-Seeker Mini;239;92;21988;2;4;17-11-2025
7104;428;86-Kodiak;229;79;18091;4;1;17-11-2025
7163;192;80-Husky Rope 200;191;71;13561;5;3;17-11-2025
9293;526;132-TrailChef Cup;184;31;5704;7;3;17-11-2025
11307;48;46-Firefly Multi-light;260;39;10140;5;2;17-11-2025
11746;115;9-BugShield Extreme;52;89;4628;2;3;17-11-2025
11813;513;34-EverGlow Double;217;18;3906;5;3;17-11-2025
12130;624;78-Husky Harness Extreme;254;52;13208;7;2;17-11-2025
13061;13;1-Aloe Relief;80;29;2320;5;3;17-11-2025
13818;157;101-Pocket Gizmo;207;100;20700;2;3;17-11-2025
14279;95;123-Sun Shelter 15;99;99;9801;6;3;17-11-2025
17255;632;129-Trail Star;129;50;6450;7;2;17-11-2025
17373;32;12-BugShield Natural;184;82;15088;2;2;17-11-2025
18267;106;119-Star Gazer 6;189;100;18900;1;4;17-11-2025
18315;250;102-Polar Extreme;187;97;18139;6;2;17-11-2025
18990;327;6-Bella;146;70;10220;2;3;17-11-2025
20865;664;106-Polar Wave;217;30;6510;7;1;17-11-2025
24120;427;40-Firefly 4;174;20;3480;4;4;17-11-2025
24490;360;76-Hibernator Self - Inflating Mat;52;41;2132;7;3;17-11-2025
25455;602;137-TrailChef Single Flame;126;97;12222;5;2;17-11-2025
26120;62;23-Compact Relief Kit;182;66;12012;4;2;17-11-2025
27037;169;129-Trail Star;129;84;10836;6;3;17-11-2025
27698;253;65-Hailstorm Steel Irons;187;18;3366;3;1;17-11-2025
29091;178;71-Hibernator Camp Cot;235;29;6815;1;3;17-11-2025
29438;158;84-Infinity;138;28;3864;6;3;17-11-2025
29921;366;105-Polar Sun;219;49;10731;3;4;17-11-2025
30633;404;38-Fairway;77;91;7007;7;4;17-11-2025
30776;377;5-Bear Survival Edge;63;48;3024;7;1;17-11-2025
31219;68;140-Trendi;201;73;14673;7;3;17-11-2025
31635;227;99-Mountain Man Extreme;122;31;3782;1;4;17-11-2025
31983;442;123-Sun Shelter 15;99;18;1782;7;4;17-11-2025
33694;135;16-Canyon Mule Climber Backpack;192;19;3648;4;4;17-11-2025
33826;544;58-Granite Extreme;240;30;7200;4;1;17-11-2025
34350;595;96-Mountain Man Combination;150;85;12750;3;4;17-11-2025
34907;364;136-TrailChef Kitchen Kit;203;18;3654;4;2;17-11-2025
37715;15;27-Course Pro Putter;204;60;12240;7;2;17-11-2025
38527;104;131-TrailChef Cook Set;109;80;8720;6;1;17-11-2025
38642;447;45-Firefly Mapreader;166;100;16600;3;2;17-11-2025
39949;501;29-Dante;182;5;910;1;4;17-11-2025
40537;455;30-Deluxe Family Relief Kit;182;56;10192;7;4;17-11-2025
41240;416;39-Firefly 2;133;59;7847;5;3;17-11-2025
41909;118;69-Hawk Eye;148;8;1184;6;4;17-11-2025
42148;477;21-Capri;226;24;5424;6;3;17-11-2025
42920;349;25-Course Pro Golf and Tee Set;231;62;14322;1;1;17-11-2025
43506;146;6-Bella;146;64;9344;6;4;17-11-2025
43532;681;138-TrailChef Utensils;216;72;15552;3;4;17-11-2025
44121;656;33-EverGlow Butane;233;56;13048;2;1;17-11-2025
45532;85;94-Maximus;152;55;8360;5;2;17-11-2025
47781;393;103-Polar Ice;223;7;1561;5;1;17-11-2025
47963;26;39-Firefly 2;133;39;5187;6;1;17-11-2025
48480;109;38-Fairway;77;51;3927;1;3;17-11-2025
50347;428;54-Granite Belay;214;65;13910;1;1;17-11-2025
50540;238;30-Deluxe Family Relief Kit;182;38;6916;1;3;17-11-2025
50884;389;117-Star Gazer 2;57;33;1881;7;4;17-11-2025
51172;668;38-Fairway;77;29;2233;6;4;17-11-2025
51524;95;136-TrailChef Kitchen Kit;203;20;4060;5;2;17-11-2025
52005;563;1-Aloe Relief;80;94;7520;5;1;17-11-2025
53070;427;110-Seeker 35;158;27;4266;2;4;17-11-2025
53350;616;82-Husky Rope 60;91;43;3913;7;2;17-11-2025
53682;310;113-Seeker Mini;239;42;10038;2;3;17-11-2025
54318;453;90-Lady Hailstorm Titanium Woods Set;202;94;18988;1;4;17-11-2025
54459;610;117-Star Gazer 2;57;12;684;3;2;17-11-2025
54541;524;24-Course Pro Gloves;65;32;2080;3;2;17-11-2025
54572;59;1-Aloe Relief;80;28;2240;4;2;17-11-2025
54761;328;35-EverGlow Kerosene;110;84;9240;6;2;17-11-2025
54765;167;47-Firefly Rechargeable Battery;185;45;8325;3;3;17-11-2025
54861;198;119-Star Gazer 6;189;54;10206;2;3;17-11-2025
55971;414;49-Glacier Basic;213;50;10650;2;4;17-11-2025
56191;640;104-Polar Sports;94;17;1598;5;3;17-11-2025
57197;22;19-Canyon Mule Journey Backpack;146;45;6570;2;4;17-11-2025
57289;316;93-Max Gizmo;77;86;6622;1;1;17-11-2025
57790;166;144-Zone;186;71;13206;1;4;17-11-2025
59028;474;102-Polar Extreme;187;77;14399;6;1;17-11-2025
59207;592;108-Retro;112;73;8176;1;2;17-11-2025
59815;661;66-Hailstorm Steel Woods Set;105;18;1890;3;3;17-11-2025
60224;149;8-Blue Steel Putter;245;69;16905;6;2;17-11-2025
62041;520;109-Sam;156;89;13884;5;2;17-11-2025
62409;32;36-EverGlow Lamp;149;21;3129;3;2;17-11-2025
62931;58;82-Husky Rope 60;91;103;9373;3;2;17-11-2025
62985;422;87-Lady Hailstorm Steel Irons;237;54;12798;1;4;17-11-2025
65653;24;120-Star Lite;224;59;13216;6;2;17-11-2025
65814;108;34-EverGlow Double;217;48;10416;1;1;17-11-2025
67320;457;137-TrailChef Single Flame;126;79;9954;7;3;17-11-2025
69624;357;14-Calamine Relief;102;15;1530;1;1;17-11-2025
70476;420;106-Polar Wave;217;69;14973;2;2;17-11-2025
71007;272;30-Deluxe Family Relief Kit;182;96;17472;1;4;17-11-2025
300;324;11-BugShield Lotion Lite;64;86;5504;7;3;18-11-2025
682;584;57-Granite Climbing Helmet;55;72;3960;2;2;18-11-2025
1311;653;95-Mountain Man Analog;132;102;13464;3;4;18-11-2025
2004;43;103-Polar Ice;223;68;15164;7;4;18-11-2025
3226;540;24-Course Pro Gloves;65;37;2405;7;2;18-11-2025
3658;16;138-TrailChef Utensils;216;45;9720;4;3;18-11-2025
4519;22;38-Fairway;77;92;7084;6;4;18-11-2025
5083;664;38-Fairway;77;10;770;4;4;18-11-2025
5470;492;48-Flicker Lantern;175;12;2100;7;1;18-11-2025
5629;195;7-Blue Steel Max Putter;185;21;3885;7;4;18-11-2025
6337;620;143-Zodiak;153;62;9486;4;3;18-11-2025
6462;568;26-Course Pro Golf Bag;180;78;14040;1;2;18-11-2025
6640;235;63-Granite Shovel;132;4;528;1;1;18-11-2025
6790;543;57-Granite Climbing Helmet;55;98;5390;7;1;18-11-2025
8428;487;36-EverGlow Lamp;149;27;4023;3;3;18-11-2025
9574;509;120-Star Lite;224;77;17248;7;3;18-11-2025
10192;230;139-TrailChef Water Bag;152;61;9272;1;4;18-11-2025
10395;454;19-Canyon Mule Journey Backpack;146;53;7738;5;3;18-11-2025
11124;528;62-Granite Pulley;131;10;1310;5;4;18-11-2025
11646;390;95-Mountain Man Analog;132;91;12012;2;1;18-11-2025
12514;474;80-Husky Rope 200;191;57;10887;6;1;18-11-2025
13546;370;95-Mountain Man Analog;132;21;2772;3;4;18-11-2025
14191;186;24-Course Pro Gloves;65;92;5980;6;3;18-11-2025
15333;659;99-Mountain Man Extreme;122;38;4636;2;1;18-11-2025
15421;581;142-Venue;62;34;2108;4;2;18-11-2025
15586;113;68-Hailstorm Titanium Woods Set;132;93;12276;3;2;18-11-2025
15747;72;74-Hibernator Pad;85;90;7650;2;4;18-11-2025
16200;575;132-TrailChef Cup;184;76;13984;2;4;18-11-2025
16494;585;42-Firefly Climbing Lamp;101;87;8787;5;1;18-11-2025
16731;657;130-TrailChef Canteen;55;91;5005;3;4;18-11-2025
18094;211;51-Glacier GPS;84;95;7980;3;2;18-11-2025
18867;396;5-Bear Survival Edge;63;31;1953;1;2;18-11-2025
19502;402;46-Firefly Multi-light;260;70;18200;1;3;18-11-2025
19523;435;48-Flicker Lantern;175;62;10850;7;3;18-11-2025
21140;523;75-Hibernator Pillow;247;62;15314;5;2;18-11-2025
21265;312;109-Sam;156;73;11388;3;4;18-11-2025
21752;258;53-Granite Axe;68;47;3196;3;3;18-11-2025
21955;55;93-Max Gizmo;77;34;2618;6;1;18-11-2025
22477;265;79-Husky Rope 100;223;45;10035;3;4;18-11-2025
23566;75;118-Star Gazer 3;74;36;2664;1;1;18-11-2025
23933;128;47-Firefly Rechargeable Battery;185;34;6290;4;3;18-11-2025
23960;363;131-TrailChef Cook Set;109;68;7412;6;2;18-11-2025
24630;346;56-Granite Chalk Bag;139;48;6672;3;1;18-11-2025
26270;665;72-Hibernator Extreme;247;103;25441;6;3;18-11-2025
26315;423;2-Astro Pilot;117;33;3861;1;3;18-11-2025
27350;13;47-Firefly Rechargeable Battery;185;42;7770;3;2;18-11-2025
27739;292;75-Hibernator Pillow;247;7;1729;7;4;18-11-2025
27751;32;8-Blue Steel Putter;245;63;15435;6;1;18-11-2025
31010;387;40-Firefly 4;174;91;15834;7;3;18-11-2025
32210;497;141-TX;188;59;11092;5;2;18-11-2025
32434;468;46-Firefly Multi-light;260;59;15340;7;3;18-11-2025
33537;698;114-Single Edge;210;87;18270;5;2;18-11-2025
34063;60;124-Sun Shelter 30;185;64;11840;3;2;18-11-2025
34190;384;85-Insect Bite Relief;137;69;9453;4;4;18-11-2025
34760;595;112-Seeker Extreme;114;96;10944;6;1;18-11-2025
34810;689;17-Canyon Mule Cooler;90;61;5490;2;3;18-11-2025
34871;506;101-Pocket Gizmo;207;8;1656;4;2;18-11-2025
35503;375;57-Granite Climbing Helmet;55;100;5500;1;1;18-11-2025
35603;486;110-Seeker 35;158;13;2054;5;1;18-11-2025
38083;594;53-Granite Axe;68;12;816;6;4;18-11-2025
